date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-25,Dr. Favor Adeyemi,After 65? Add This ONE Ingredient to Beet Juice And Double The Blood Flow Effect After,https://www.youtube.com/watch?v=zFjs1d65wF8,2026-05-23,1527,15.6,Leg / Circulation,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-25,Dr. Favor Adeyemi,UROLOGIST REVEALS: HOW TO DRINK WATER TO AVOID GETTING UP AT NIGHT,https://www.youtube.com/watch?v=B4zSO3-IiFI,2026-05-22,2458,16.9,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-25,Dr. Favor Adeyemi,Neurologist Reveals: The 50-60 Second Exercise to Recover Your Memory,https://www.youtube.com/watch?v=2H20rd_K8Fw,2026-05-21,841,14.7,Leg / Circulation,Revelation,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-25,Dr. Favor Adeyemi,6 types of CHOCOLATE that quickly lower blood sugar and help treat type 2 diabetes.,https://www.youtube.com/watch?v=XZzM2yJx1mY,2026-05-19,830,15.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Dr. Favor Adeyemi,"PUT THIS LEAF IN HOT WATER AND DRINK IT — YOUR JOINTS, SKIN AND BLOOD SUGAR WILL THANK YOU",https://www.youtube.com/watch?v=cCWfpjbuTS8,2026-05-19,2859,15.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Dr. Favor Adeyemi,"Varicose Vein Relief — The 10-Minute Evening Ritual for Heavy, Tired Legs",https://www.youtube.com/watch?v=TiWXUiUpeXA,2026-05-18,762,15.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,These 4 Foods Build NEW Mitochondria Overnight — Eat Them Before Bed After 60,https://www.youtube.com/watch?v=DtDFCtH03bM,2026-05-24,1728,35.6,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,"""This Food Can Starve Colon Cancer & Repair DNA!” - What You NEED TO KNOW!",https://www.youtube.com/watch?v=26Ik4bgfv0Q,2026-05-23,1489,23.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,"SENIORS: THIS Coffee Trick KILL CANCER CELLS 1,000x Faster",https://www.youtube.com/watch?v=TESRp4UML1I,2026-05-22,2556,44.7,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,7 Daily Foods to AVOID That DESTROY DNA & Feed Cancer Cells After 60,https://www.youtube.com/watch?v=lfrq8xJL6kE,2026-05-21,1246,36.7,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,I Drank 30 TBSP of Black Seed Oil in 10 Days… My Cancer Markers PLUMMETED (Day 3 Wasn’t Normal),https://www.youtube.com/watch?v=RiKW5FPiHQQ,2026-05-20,3600,47.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,"Hantavirus Pulmonary Syndrome Explained | Symptoms, Risks & Prevention | Dr. William Li",https://www.youtube.com/watch?v=OGfFSRICf94,2026-05-19,515,21.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Becker,“This ONE FOOD Can Repair Your DNA & Stops Inflammation!” - Eat This Every Day,https://www.youtube.com/watch?v=kR5UKv0eEQ0,2026-05-18,8411,32.7,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-25,Doctor Christopher Carter,Death Is Near You If You Do This When You wake Up,https://www.youtube.com/watch?v=Nnc3gdxv7bE,2026-05-18,808,6.1,Food + Warning,Death fear,Custom,,,,,LOW — Too early to assess
