date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-17,Doctor Laura,HANTAVIRUS IS SPREADING NOW — What Every Adult Over 60 Must Do This Week,https://www.youtube.com/watch?v=fIVsieaYYXc,2026-05-13,39226,27.4,General Health,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,COLD HANDS AND FEET AFTER 60? YOUR ARTERIES ARE CLOSING! ONE CHEAP SPICE OPENS THEM BACK UP,https://www.youtube.com/watch?v=GZj1G2zGDT8,2026-05-11,2375,26.8,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Cardiologist WARNS: Eat THIS One Food Before Bed and Your Heart Heals Overnight After 60,https://www.youtube.com/watch?v=GPMMx62nad0,2026-05-16,244,15.5,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"Neurologist WARNS: If Your LEGS Feel HEAVY After 60, Your Body Is Missing 1 Critical Vitamin",https://www.youtube.com/watch?v=LxyM2l6zmNA,2026-05-15,306,14.2,Food + Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"Neurologist WARNS: If Your NAILS Look Like THIS After 60, Your Body Is Hiding 7 Diseases",https://www.youtube.com/watch?v=8QdNwSpM0r8,2026-05-13,502,13.6,Heart Attack / Stroke Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Cardiologist WARNS: These FOUR Cheeses You Must NEVER Eat After 60,https://www.youtube.com/watch?v=Rd5r39ni-UY,2026-05-12,2085,20.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Warning: Seniors STOP Eating These 4 Common Fish After 60 (Causing Stroke),https://www.youtube.com/watch?v=mATM7CND0d4,2026-05-11,3153,18.8,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor WARNS: This ONE Food Heals Swollen Legs and Aching Joints After 60,https://www.youtube.com/watch?v=ozL05AWTvlA,2026-05-10,1012,15.6,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,How to Eat Eggs Correctly If You Are Diabetic (To Keep Your Blood Sugar Under Control),https://www.youtube.com/watch?v=lvm89a32lHc,2026-05-17,80,23.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,Hantavirus: How It Spreads and Why It Kills So Fast,https://www.youtube.com/watch?v=rf0-3WD0B6o,2026-05-14,6796,29.5,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Michael Kent,What’s the Best Blood Sugar for Older Adults? (Know the Real Truth),https://www.youtube.com/watch?v=Y_3k00KY-44,2026-05-11,3532,22.2,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,Signs of a Stroke 24 Hours Before the Attack—Learn Them and Save Your Life.,https://www.youtube.com/watch?v=OFkvHtWfpQs,2026-05-14,2153,18.7,Food + Warning,Warning signs,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Adewale,What is HANTAVIRUS and How is It Spread? (The Silent Threat),https://www.youtube.com/watch?v=oXMSPch8Kjk,2026-05-10,102994,17.1,Food + Warning,Question hook,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Favor Adeyemi,"Doctor Explains: If Your NAILS Look Like THIS After 65, Your Body Can be Hiding 3 Diseases.",https://www.youtube.com/watch?v=Zo4gNLzI9fw,2026-05-16,1868,16.4,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,These 4 Blood Pressure Medications Are Quietly Destroying Your Kidneys After 65,https://www.youtube.com/watch?v=g6sqBSqWjdI,2026-05-15,960,16.6,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Your Legs Weaken First! Eat These 5 Foods to Strengthen Them FAST | Dr. Favor,https://www.youtube.com/watch?v=X8ELLoLD5dc,2026-05-14,3332,15.6,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,What is HANTAVIRUS and How is It Spread? (The Silent Threat) | Doctor Explains,https://www.youtube.com/watch?v=03rooXLP4qw,2026-05-12,983,16.9,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Favor Adeyemi,Stool STUCK in the Rectum! What is it and what to do? | Doctor Favor Explains,https://www.youtube.com/watch?v=PHH28hLKu4M,2026-05-11,12948,16.6,Pain / Joints,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. Favor Adeyemi,Cardiologist WARNS: NEVER Take B12 With THESE 2 Common Medications After 65! | Senior Health Tips,https://www.youtube.com/watch?v=Q5gcWN-S3sA,2026-05-10,2462,15.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"After 60, These 5 Vegetables Can Help Rebuild Weak Muscles Quickly!",https://www.youtube.com/watch?v=LmUeged7mRQ,2026-05-17,20,24.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Add This One Ingredient to Beet Juice and Double the Blood Flow Effect,https://www.youtube.com/watch?v=hKRxCstdWnc,2026-05-17,66,23.6,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,7 Walking Mistakes That Are Destroying Your Health After 50 | A Doctor Explains,https://www.youtube.com/watch?v=QXpobidnIyI,2026-05-16,129,25.7,Heart Attack / Stroke Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Poor Leg Circulation? 30-Second Test + 3 Fast Fix,https://www.youtube.com/watch?v=2zRTOANj8kY,2026-05-15,207,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,The Only 5 Exercises Seniors Over 60 Need For Leg Strength,https://www.youtube.com/watch?v=ndZkyQF0dME,2026-05-15,237,19.8,Sleep / Night Peeing,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Neurologist WARNS: If Your NAILS Look Like THIS After 60, Your Body Can be Hiding 7 Diseases.",https://www.youtube.com/watch?v=aytr3ZJFS9A,2026-05-14,1626,23.3,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,What a Stroke Looks Like the Day Before It Hits — Know This to Protect Yourself,https://www.youtube.com/watch?v=9NTUPH1QSvU,2026-05-14,359,23.7,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Stool STUCK in the Rectum! What is it and what to do?,https://www.youtube.com/watch?v=LRaRKl6hwew,2026-05-13,100,28.1,Pain / Joints,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,UROLOGIST REVEALS: How to drink WATER to AVOID WAKING UP at night?,https://www.youtube.com/watch?v=RKgSopaNunc,2026-05-13,291,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,"Rub This Oil on Your Skin Every Night — Here is Really Happens to Pain, Inflammation & Aging",https://www.youtube.com/watch?v=ZlSRvhD19cM,2026-05-12,446,27.4,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Rachel Foster,Cardiologist Warns 5 Common Pills That Raise Heart Attack and Stroke Risk After 60,https://www.youtube.com/watch?v=AQ6HOQ0wyF4,2026-05-11,571,25.1,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,THIS Reverses Gray/Grey Hair Naturally (It's Not Stress) | Doctor Leana,https://www.youtube.com/watch?v=3acJv8Wa0dg,2026-05-13,8787,28.0,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Leana,We Finally Know The ROOT CAUSE Of Stuck Mucus & How To ERASE It! | Doctor Leana,https://www.youtube.com/watch?v=4UBgK18-HBE,2026-05-12,6139,21.8,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Richard Ben,UROLOGIST REVEALS_ How to drink water to avoid getting up at night,https://www.youtube.com/watch?v=fHrUndZYw9E,2026-05-14,176842,17.8,Food + Warning,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Dr. Franklin | Senior Health,WHAT IS HANTAVIRUS AND HOW IS IT SPREAD? (The Silent Threat),https://www.youtube.com/watch?v=QGkvjDDDFM0,2026-05-14,1669,24.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. Franklin | Senior Health,STOOL STUCK IN THE RECTUM! WHAT IS IT AND WHAT TO DO?,https://www.youtube.com/watch?v=1I7t7lxIHUY,2026-05-11,329630,26.6,Warning / Night Habits,Question hook,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Mr. Greendude,15 Nighttime Signs Your Blood Sugar Is Already Too High — Are You Missing Them?,https://www.youtube.com/watch?v=v5RgdaL7_bg,2026-05-17,1031,28.0,Sleep / Night Peeing,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,45% OF DEMENTIA CASES ARE PREVENTABLE. HOW TO STOP IT BEFORE IT'S TOO LATE,https://www.youtube.com/watch?v=LsTG888AAOk,2026-05-15,26695,19.5,Brain / Memory,STOP warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Mr. Greendude,BLOATING AND GAS? HERE IS WHAT ACTUALLY WORKS / HOW TO END BLOATING FOR GOOD,https://www.youtube.com/watch?v=KIJIUYEAFEY,2026-05-13,6795,15.6,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Mr. Greendude,VARICOSE VEINS GONE WITHOUT SURGERY THE STEP-BY-STEP PLAN,https://www.youtube.com/watch?v=-RzF1HgJUxM,2026-05-11,28865,23.5,Leg / Circulation,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,Doctor Warn: HANTAVIRUS - Everything You Need to Know to Protect Yourself,https://www.youtube.com/watch?v=Qk1sWOxpy7s,2026-05-13,12124,38.3,Medication Warning,Authority warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Becker,1 FAT INSIDE YOUR HEART CELLS PREDICTS YOUR LAST DECADE — AND IT'S NOT CHOLESTEROL,https://www.youtube.com/watch?v=33IkLUdfFSE,2026-05-12,562,29.3,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,WALK THIS WAY 15 MINUTES — IT DROPS BLOOD SUGAR MORE THAN METFORMIN,https://www.youtube.com/watch?v=-keQvhP3uMg,2026-05-17,210,14.7,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,YOUR WRINKLES ARE NOT AGING — IT'S YOUR LIVER! THIS $1 MORNING DRINK REVERSES THEM IN WEEKS,https://www.youtube.com/watch?v=zegNqGI4cF0,2026-05-15,2785,26.7,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,HANTAVIRUS IS SPREADING NOW — What Every Adult Over 60 Must Do This Week,https://www.youtube.com/watch?v=fIVsieaYYXc,2026-05-13,39325,27.4,General Health,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,COLD HANDS AND FEET AFTER 60? YOUR ARTERIES ARE CLOSING! ONE CHEAP SPICE OPENS THEM BACK UP,https://www.youtube.com/watch?v=GZj1G2zGDT8,2026-05-11,2375,26.8,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,RED VEINS ON YOUR FACE ARE NOT COSMETIC — They're Telling You Something About Your Liver,https://www.youtube.com/watch?v=9UJqJZ8b8aU,2026-05-10,913,23.5,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,What a Heart Attack Looks Like the Week Before It Hits — Spot This and Save Your Life,https://www.youtube.com/watch?v=V1ttW9J4Jn4,2026-05-09,730,24.9,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,7 SLEEPING POSITIONS THAT ARE SLOWLY KILLING YOU AFTER 55 — A DOCTOR EXPLAINS,https://www.youtube.com/watch?v=8-lu-iDVZKM,2026-05-08,1052,19.6,Sleep / Night Peeing,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,YOUR GLASSES ARE MAKING YOU BLIND — The Eye Exercise Optometrists Hate,https://www.youtube.com/watch?v=gySSOHTXyWY,2026-05-07,7716,18.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,"EAT THIS SEED AND YOUR BLOOD PRESSURE DROPS IN 72 HOURS! NO PILLS, NO SIDE EFFECTS",https://www.youtube.com/watch?v=zMv12xxy4TU,2026-05-06,1048,20.1,Food + Warning,Informational,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,IT'S NOT YOUR SHOULDER — The Hidden Organ Sending Pain to Your Right Side After 60,https://www.youtube.com/watch?v=TpPjdyF14iA,2026-05-05,1924,18.8,Sleep / Night Peeing,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,YOUR CRACKING KNEES ARE NOT OLD CARTILAGE — IT'S THIS MINERAL YOU STOPPED EATING 20 YEARS AGO,https://www.youtube.com/watch?v=TbaTnKRswzM,2026-05-02,4547,21.0,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,PUFFY BAGS UNDER YOUR EYES WON'T LEAVE? IT'S YOUR KIDNEYS! PRESS HERE FOR 60 SECONDS,https://www.youtube.com/watch?v=IEurrieMgC8,2026-04-30,44008,21.4,Food + Warning,Question hook,[Time] [Action] After 60,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,5 PILLS I WOULD NEVER TAKE AFTER 60 — And What I'd Do Instead,https://www.youtube.com/watch?v=ZblIHAeEMCE,2026-04-28,16588,22.8,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,THIS ANCIENT SEED KILLS INSOMNIA DEAD — One Spoon at Night and You Sleep Like You're 20 Again,https://www.youtube.com/watch?v=k4HZdHHAWPo,2026-04-27,29129,19.1,Food + Warning,Destruction claim,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,TURKEY NECK AFTER 60 MELTS WITH THIS 30-SECOND JAW EXERCISE — NO SURGERY NEEDED,https://www.youtube.com/watch?v=w5uk77VJ1w4,2026-04-26,162542,16.0,Muscle / Strength,Age-targeted warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Doctor Laura,LOOK AT YOUR FEET BEFORE BED — 6 Signs of Diabetic Nerve Damage Most People Miss,https://www.youtube.com/watch?v=hvcjlFM7GUU,2026-04-25,5087,21.8,Food + Warning,Warning signs,[X] Signs [Time Period] Before [Disaster],,,,,LOW — Too early to assess
2026-05-17,Doctor Laura,"SWOLLEN ANKLES AFTER 60 ARE NOT YOUR HEART — It's Your Lymph, and This 5-Minute Habit Drains Them",https://www.youtube.com/watch?v=et6XTfv-wQE,2026-04-24,2021245,19.0,Food + Warning,Age-targeted warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Doctor Laura,YOUR FACE IS SAGGING BECAUSE OF YOUR SPINE! THIS 1-MINUTE NECK EXERCISE LIFTS IT WITHOUT SURGERY,https://www.youtube.com/watch?v=--LpcCKaVv0,2026-04-23,34420,22.6,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,STOP BLAMING YOUR EYES — The Hidden Blood Sugar Mechanism Destroying Your Vision After 60,https://www.youtube.com/watch?v=b5f2pvFaNn4,2026-04-22,241948,20.1,Food + Warning,STOP warning,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-17,Doctor Laura,"WHY YOU CAN'T LOSE BELLY FAT AFTER 60 — It's Not Calories, It's THIS Hormone",https://www.youtube.com/watch?v=C-8H2yT1o9Y,2026-04-20,42969,20.1,Food + Warning,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,IT'S NOT INSOMNIA — The Real Reason You're Awake at 3 A.M. and the 2-Minute Fix,https://www.youtube.com/watch?v=sXXGA2oHx1g,2026-04-19,22379,18.1,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Doctor Laura,90% OF WOMEN OVER 55 HAVE THIS SILENT THYROID PROBLEM — Here's How To Fix It Tonight,https://www.youtube.com/watch?v=I-RLRV6gntU,2026-04-18,3057,20.6,Sleep / Night Peeing,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Cardiologist WARNS: Eat THIS One Food Before Bed and Your Heart Heals Overnight After 60,https://www.youtube.com/watch?v=GPMMx62nad0,2026-05-16,244,15.5,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"Neurologist WARNS: If Your LEGS Feel HEAVY After 60, Your Body Is Missing 1 Critical Vitamin",https://www.youtube.com/watch?v=LxyM2l6zmNA,2026-05-15,306,14.2,Food + Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"Neurologist WARNS: If Your NAILS Look Like THIS After 60, Your Body Is Hiding 7 Diseases",https://www.youtube.com/watch?v=8QdNwSpM0r8,2026-05-13,502,13.6,Heart Attack / Stroke Warning,Authority warning,Your Body Is [Verb] [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Cardiologist WARNS: These FOUR Cheeses You Must NEVER Eat After 60,https://www.youtube.com/watch?v=Rd5r39ni-UY,2026-05-12,2085,20.3,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Warning: Seniors STOP Eating These 4 Common Fish After 60 (Causing Stroke),https://www.youtube.com/watch?v=mATM7CND0d4,2026-05-11,3158,18.8,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor WARNS: This ONE Food Heals Swollen Legs and Aching Joints After 60,https://www.youtube.com/watch?v=ozL05AWTvlA,2026-05-10,1012,15.6,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Your Blood Type Predicts How You Die — The Truth About Longevity After 60,https://www.youtube.com/watch?v=sLxFTC-MYFM,2026-05-09,4311,25.6,Heart Attack / Stroke Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"STOP Drinking Plain Water After 60 — Add THIS to Boost Collagen, Firm Skin & Fade Wrinkles",https://www.youtube.com/watch?v=z9_0Y7E9Fgk,2026-05-07,1124,23.8,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Cardiologist WARNS: NEVER Sleep Like This After 60 — It DOUBLES Stroke Risk Overnight,https://www.youtube.com/watch?v=niTGjF_0U54,2026-05-06,2670,22.7,Heart Attack / Stroke Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Seniors Over 60: Never Use Castor Oil Alone! Mix This Oil to Boost Collagen,https://www.youtube.com/watch?v=UbXchu0Mo0A,2026-05-05,10918,23.2,Stem Cell / Anti-Aging,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. James Hargrove,That Stuck Throat Mucus After 60 Is NOT What You Think,https://www.youtube.com/watch?v=nzDy8wSfZ90,2026-05-02,15506,17.9,Heart Attack / Stroke Warning,Age-targeted warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-17,Dr. James Hargrove,Diabetes Doctor: One Coffee Mistake Spikes Your Blood Sugar by 40 Points Every Morning After 60,https://www.youtube.com/watch?v=-dv17S7WV38,2026-04-29,1064,15.8,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor Warning: The Most Dangerous Time to Take Blood Pressure Medication After 60,https://www.youtube.com/watch?v=f01pnTa_9Sk,2026-04-28,1282,14.7,Medication Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,No.1 Medicine for Your Nerves After 60 — Benefits and SHOCKING Side Effects,https://www.youtube.com/watch?v=nb3l6pFb5ds,2026-04-27,1100,16.2,Medication Warning,Age-targeted warning,No.1 [Specialty] Reveals the SIMPLE [Claim],,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,9 URINE Colors That Warn of CANCER & Disease After 60 (Most Seniors Ignore Them),https://www.youtube.com/watch?v=qKv3sP4lPpg,2026-04-26,1133,17.2,Sleep / Night Peeing,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor: 5 Silent Killers Most Seniors Never Make It Past 80 — Have You Avoided Them?,https://www.youtube.com/watch?v=7v8N3QI_bbE,2026-04-26,875,13.9,Stem Cell / Anti-Aging,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,SENIORS: 13 Strange Signs Your Liver Is Failing (Most Miss #6),https://www.youtube.com/watch?v=Ud7k8hkqOTI,2026-04-24,1603,21.9,Food + Warning,Warning signs,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"She Ate Okra Every Morning For 90 Days. Her Doctor Said ""Impossible."" Her A1C Proved Him Wrong.",https://www.youtube.com/watch?v=MfZNPki7S2o,2026-04-23,616,28.5,Muscle / Strength,Informational,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor's WARNING: 9 Foot Signs of Diabetes Seniors Notice Too Late,https://www.youtube.com/watch?v=i96HtJkrAgM,2026-04-22,1459,22.8,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Top 4 Vegetables That Kill Cancer Cells & Heal Disease,https://www.youtube.com/watch?v=X4nN1NVqPpY,2026-04-21,9317,22.3,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,Doctor WARNS: 9 Popular Medications That Can Trigger Rapid Dementia After 60!,https://www.youtube.com/watch?v=nn_JfI3-028,2026-04-20,3756,25.2,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-17,Dr. James Hargrove,"Once You Turn 80, Your Body STARTS Doing These 5 Things — Doctor Reveals What's Next",https://www.youtube.com/watch?v=6P42Mbwycnk,2026-04-19,2759,9.6,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
