date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-06-06,Dr. Favor Adeyemi,Why There Is Always Mucus in Your Throat — Doctor Reveals the Real Cause!,https://www.youtube.com/watch?v=U51g7ewBUeo,2026-06-01,2840,16.0,Heart Attack / Stroke Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. Favor Adeyemi,The ONLY 5 Exercises YOU Need to Relieve Neuropathy in Feet & Legs,https://www.youtube.com/watch?v=rULn1QrIizg,2026-05-31,2770,19.0,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. Favor Adeyemi,"Over 60? Eat THIS Seed Daily to Boost Blood Flow in Your Legs 1,000,000x",https://www.youtube.com/watch?v=_bYfNOC9F5k,2026-05-30,18076,18.2,Food + Warning,Question hook,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-06-06,Doctor Leana,The Absolute Worst Drink for Your Gut #drleana #healthyaging #guthealth #metabolichealth #longevity,https://www.youtube.com/watch?v=7trqMEDbblc,2026-06-03,2413,1.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Leana,"5 BEST Foods That Can Heal Your Liver,  Burn Fat FAST! Leana MD",https://www.youtube.com/watch?v=6opYKgZpwes,2026-06-03,3732,20.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Leana,I Reversed Type 2 Diabetes & Reactivated My Pancreas – Do These 3 Things (Doctors Never Mentioned),https://www.youtube.com/watch?v=mpnrFDxbtvk,2026-06-01,14784,29.1,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,"MONITOR — Early stage, track velocity"
2026-06-06,Doctor Leana,Fastest Protocol to REVERSE AGING & DOUBLES STEM CELLS  (Doctors Explains) | Dr Leana,https://www.youtube.com/watch?v=Od1UIxg2Qd8,2026-05-31,3824,15.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Leana,Constipation After 60? — Most Effective Way to FLUSH Stuck Stool (5-min PROTOCOL) | Dr  Leana,https://www.youtube.com/watch?v=Wihxg6i2Frs,2026-05-30,887,28.7,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. Richard Ben,"Hantavirus Pulmonary Syndrome Explained _ Symptoms, Risks & Prevention.",https://www.youtube.com/watch?v=G61whNJ9-9A,2026-06-05,285,22.5,Organ Damage,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. Franklin | Senior Health,5 Types of CHOCOLATE That Quickly Lower Blood Sugar and Help Treat Type 2 Diabetes!,https://www.youtube.com/watch?v=zl5uNfpDi8o,2026-06-04,582,28.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. Franklin | Senior Health,"Taking Amlodipine, Losartan, or Lisinopril for Blood Pressure? Here's What Many Seniors Don't Know",https://www.youtube.com/watch?v=6jLS5B7_9FU,2026-06-01,2181,22.8,Medication Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-06-06,Mr. Greendude,Five Mistakes Before Your Gynecologist Visit / You’re Doing It All Wrong,https://www.youtube.com/watch?v=6Giz4qlj8fw,2026-06-04,1214,21.0,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Mr. Greendude,WHY ARE YOUR LEGS SWELLING? 5 COMMON CAUSES AND WHAT TO DO ABOUT IT,https://www.youtube.com/watch?v=5q0k6mnfgt4,2026-06-02,1671,19.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-06-06,Mr. Greendude,WHAT REALLY DAMAGES YOUR ARTERIES — AND HOW TO STOP PLAQUE,https://www.youtube.com/watch?v=wyaYzgRgs6M,2026-05-31,2454,21.3,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,"As a Cancer Researcher, I'm Shocked: THIS Common Vegetable Feeds Cancer Cells Overnight",https://www.youtube.com/watch?v=oy5C7wY93cA,2026-06-05,381,26.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,Top 6 Morning Teas That Starve Cancer Cells and Wake Up Your Stem Cells,https://www.youtube.com/watch?v=b_Z0sgJtmwA,2026-06-04,1406,38.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,SENIORS: The ONE Vitamin That Restores Leg Circulation (It’s NOT Magnesium!),https://www.youtube.com/watch?v=IFBIPtRibEA,2026-06-02,1101,45.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,Oncologist Reveals: 5 Surgeries I'd NEVER Get After 65 — Walk Out If Asked,https://www.youtube.com/watch?v=xKDkxuUhQsU,2026-06-01,961,21.8,Medication Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,Oncologist Reveals: The Morning Habit That Feeds Cancer Cells After 60,https://www.youtube.com/watch?v=bZt_EV4-kwQ,2026-05-31,2027,21.7,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-06-06,Doctor Becker,SENIORS: This Sleeping Position Destroys Stem Cells Overnight - What You Need to Know!,https://www.youtube.com/watch?v=JVTZMeagke8,2026-05-30,1272,20.9,Medication Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,"If You Can't Live Alone, Avoid Nursing Homes — Do This Instead",https://www.youtube.com/watch?v=Box15R8_fQ4,2026-06-05,1440,27.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,"Taking Amlodipine, Losartan, or Lisinopril for Blood Pressure? Here's What Many Seniors Don't Know",https://www.youtube.com/watch?v=RDirpuzBNZk,2026-06-03,2710,29.3,Medication Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,"If Your Nails Look Like This After 60, Don't Ignore It — 4 Diseases May Be Developing",https://www.youtube.com/watch?v=HAN4-jLnR5M,2026-06-02,357,28.2,Heart Attack / Stroke Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,What Happens to Your Body When You Eat 1 Banana Every Day,https://www.youtube.com/watch?v=Qgk6glRUl-U,2026-06-02,346,28.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,3 Worst Ice Creams for Blood Sugar & Type 2 Diabetes — 5 Better Ones to Choose Instead,https://www.youtube.com/watch?v=NuBwf7qTEKc,2026-05-31,267,27.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-06-06,Dr. James Cross,"SENIORS! Once You Hit 70, THESE 5 Things Happen Whether You Like It Or Not!",https://www.youtube.com/watch?v=3erAv41nHcA,2026-05-30,600,29.2,Muscle / Strength,Informational,Custom,,,,,LOW — Too early to assess
