date_found,channel,video_title,url,published_date,views,duration,pillar,hook_type,title_formula,thumbnail_text,thumbnail_layout,thumbnail_colors,comment_themes,idea_signal
2026-05-20,Dr. Michael Kent,Hantavirus: How It Spreads and Why It Kills So Fast,https://www.youtube.com/watch?v=rf0-3WD0B6o,2026-05-14,8226,29.5,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Adewale,The Hidden Reason Older Adults Smell (And How to Fix It in 1 Shower),https://www.youtube.com/watch?v=p724QEQAqVM,2026-05-19,846,24.2,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Adewale,Hidden Danger: Why Active Seniors Have Sudden Heart Attacks,https://www.youtube.com/watch?v=XvUdXJvf5Wg,2026-05-17,828,21.6,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Adewale,Signs of a Stroke 24 Hours Before the Attack—Learn Them and Save Your Life.,https://www.youtube.com/watch?v=OFkvHtWfpQs,2026-05-14,2384,18.7,Food + Warning,Warning signs,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,6 types of CHOCOLATE that quickly lower blood sugar and help treat type 2 diabetes.,https://www.youtube.com/watch?v=XZzM2yJx1mY,2026-05-19,204,15.3,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,"PUT THIS LEAF IN HOT WATER AND DRINK IT — YOUR JOINTS, SKIN AND BLOOD SUGAR WILL THANK YOU",https://www.youtube.com/watch?v=cCWfpjbuTS8,2026-05-19,466,15.5,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,"Varicose Vein Relief — The 10-Minute Evening Ritual for Heavy, Tired Legs",https://www.youtube.com/watch?v=TiWXUiUpeXA,2026-05-18,371,15.8,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,"Doctor Explains: If Your NAILS Look Like THIS After 65, Your Body Can be Hiding 3 Diseases.",https://www.youtube.com/watch?v=Zo4gNLzI9fw,2026-05-16,2855,16.4,Medication Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,These 4 Blood Pressure Medications Are Quietly Destroying Your Kidneys After 65,https://www.youtube.com/watch?v=g6sqBSqWjdI,2026-05-15,2248,16.6,Food + Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Favor Adeyemi,Your Legs Weaken First! Eat These 5 Foods to Strengthen Them FAST | Dr. Favor,https://www.youtube.com/watch?v=X8ELLoLD5dc,2026-05-14,4655,15.6,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,"Hantavirus Pulmonary Syndrome Explained _ Symptoms, Risks & Prevention",https://www.youtube.com/watch?v=zrfkbj_pGWQ,2026-05-18,219,25.9,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,"After 60, These 5 Vegetables Can Help Rebuild Weak Muscles Quickly!",https://www.youtube.com/watch?v=LmUeged7mRQ,2026-05-17,127,24.7,Food + Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,Add This One Ingredient to Beet Juice and Double the Blood Flow Effect,https://www.youtube.com/watch?v=hKRxCstdWnc,2026-05-17,101,23.6,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,7 Walking Mistakes That Are Destroying Your Health After 50 | A Doctor Explains,https://www.youtube.com/watch?v=QXpobidnIyI,2026-05-16,156,25.7,Heart Attack / Stroke Warning,Destruction claim,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,Poor Leg Circulation? 30-Second Test + 3 Fast Fix,https://www.youtube.com/watch?v=2zRTOANj8kY,2026-05-15,280,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,The Only 5 Exercises Seniors Over 60 Need For Leg Strength,https://www.youtube.com/watch?v=ndZkyQF0dME,2026-05-15,270,19.8,Sleep / Night Peeing,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,"Neurologist WARNS: If Your NAILS Look Like THIS After 60, Your Body Can be Hiding 7 Diseases.",https://www.youtube.com/watch?v=aytr3ZJFS9A,2026-05-14,1657,23.3,Food + Warning,Authority warning,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,What a Stroke Looks Like the Day Before It Hits — Know This to Protect Yourself,https://www.youtube.com/watch?v=9NTUPH1QSvU,2026-05-14,372,23.7,Heart Attack / Stroke Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,Stool STUCK in the Rectum! What is it and what to do?,https://www.youtube.com/watch?v=LRaRKl6hwew,2026-05-13,102,28.1,Pain / Joints,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Rachel Foster,UROLOGIST REVEALS: How to drink WATER to AVOID WAKING UP at night?,https://www.youtube.com/watch?v=RKgSopaNunc,2026-05-13,310,24.0,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Doctor Leana,THIS Reverses Gray/Grey Hair Naturally (It's Not Stress) | Doctor Leana,https://www.youtube.com/watch?v=3acJv8Wa0dg,2026-05-13,11037,28.0,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-20,Dr. Richard Ben,UROLOGIST REVEALS_ How to drink water to avoid getting up at night,https://www.youtube.com/watch?v=fHrUndZYw9E,2026-05-14,830766,17.8,Food + Warning,Revelation,Custom,,,,,"STRONG — High view count, proven demand"
2026-05-20,Dr. Franklin | Senior Health,UROLOGIST REVEALS: How to drink water to avoid getting up at night!,https://www.youtube.com/watch?v=wOm1gEZBZMA,2026-05-18,1776,23.5,Food + Warning,Revelation,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. Franklin | Senior Health,WHAT IS HANTAVIRUS AND HOW IS IT SPREAD? (The Silent Threat),https://www.youtube.com/watch?v=QGkvjDDDFM0,2026-05-14,2045,24.1,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Mr. Greendude,"The $2 Remedy That Clears Skin Tags, Warts & Growths — Dermatologist-Approved Steps",https://www.youtube.com/watch?v=eNtQBNBOYd0,2026-05-19,10247,27.2,Food + Warning,Informational,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-20,Mr. Greendude,15 Nighttime Signs Your Blood Sugar Is Already Too High — Are You Missing Them?,https://www.youtube.com/watch?v=v5RgdaL7_bg,2026-05-17,3672,28.0,Sleep / Night Peeing,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Mr. Greendude,45% OF DEMENTIA CASES ARE PREVENTABLE. HOW TO STOP IT BEFORE IT'S TOO LATE,https://www.youtube.com/watch?v=LsTG888AAOk,2026-05-15,36238,19.5,Brain / Memory,STOP warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-20,Mr. Greendude,BLOATING AND GAS? HERE IS WHAT ACTUALLY WORKS / HOW TO END BLOATING FOR GOOD,https://www.youtube.com/watch?v=KIJIUYEAFEY,2026-05-13,7244,15.6,Food + Warning,Question hook,Custom,,,,,LOW — Too early to assess
2026-05-20,Doctor Becker,What Hantavirus Looks Like the Day Before It Hits — Know This to Protect Yourself,https://www.youtube.com/watch?v=OGfFSRICf94,2026-05-19,262,21.1,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Doctor Becker,“This ONE FOOD Can Repair Your DNA & Stops Inflammation!” - Eat This Every Day,https://www.youtube.com/watch?v=kR5UKv0eEQ0,2026-05-18,5915,32.7,Food + Warning,STOP warning,Custom,,,,,LOW — Too early to assess
2026-05-20,Doctor Becker,5 Cancer Screenings I'd NEVER Agree To — And the 3 I'd Demand Instead,https://www.youtube.com/watch?v=WL_tLrkAHZo,2026-05-17,1923,37.0,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-20,Doctor Becker,Doctor Warn: HANTAVIRUS - Everything You Need to Know to Protect Yourself,https://www.youtube.com/watch?v=Qk1sWOxpy7s,2026-05-13,12538,38.3,Medication Warning,Authority warning,Custom,,,,,"MONITOR — Early stage, track velocity"
2026-05-20,Dr. James Cross,SENIORS: Do THESE 5 Exercises To Double Leg Strength Fast! (Better Than Squats),https://www.youtube.com/watch?v=QI0cH8BGeXA,2026-05-20,0,21.1,Leg / Circulation,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. James Cross,"Most Seniors Don’t Know: Sleeping in This Position Helps the Heart, Prevents Strokes and Thrombosis",https://www.youtube.com/watch?v=uk8NIQA5B1s,2026-05-19,6,24.4,Food + Warning,Informational,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. James Cross,"Seniors, These 3 Blood Pressure Medications Are Quietly Damaging Your Kidneys After 60",https://www.youtube.com/watch?v=k9eVHmaRhnA,2026-05-18,19,23.0,Medication Warning,Age-targeted warning,Custom,,,,,LOW — Too early to assess
2026-05-20,Dr. James Cross,Never Eat Eggs Alone – Always Pair Them With These 3 Foods,https://www.youtube.com/watch?v=CGFkugL0FiM,2026-05-17,74,23.1,Food + Warning,NEVER warning,NEVER [Verb] [Items] After 60,,,,,LOW — Too early to assess
2026-05-20,Dr. James Cross,How to Save Yourself From CHOKING When You're Alone After 60 — Do THIS in the First 20 Seconds,https://www.youtube.com/watch?v=zhtsLejOVJY,2026-05-15,17,23.1,Medication Warning,Age-targeted warning,[Time] [Action] After 60,,,,,LOW — Too early to assess
2026-05-20,Doctor Christopher Carter,Death Is Near You If You Do This When You wake Up,https://www.youtube.com/watch?v=Nnc3gdxv7bE,2026-05-18,526,6.1,Food + Warning,Death fear,Custom,,,,,LOW — Too early to assess
